"Sales_U","Sales_USD","PctACV","FeaturePct","DisplayPct","Base_U","Base_USD","FnoD_U","FnoD_USD","FnoD_Pct","DnoF_U","DnoF_USD","DnoF_Pct","FandD_U","FandD_USD","FandD_Pct","PrDec_U","PrDec_USD","PrDec_Pct","Date"
24356,27600,100,0,41,17129,20389,0,0,0,12034,13499,41,0,0,0,0,0,0,"FEB1592.1"
18261,21619,100,0,12,17201,20355,0,0,0,3402,3807,12,0,0,0,0,0,0,"FEB2292.1"
16547,19082,100,0,7,17970,21012,0,0,0,2277,2379,7,0,0,0,0,0,0,"FEB2992.1"
17471,20061,100,0,0,17397,20269,0,0,0,0,0,0,0,0,0,0,0,0,"MAR0792.1"
17340,20036,100,0,0,17723,20699,0,0,0,0,0,0,0,0,0,0,0,0,"MAR1492.1"
17454,20197,100,0,0,18632,21534,0,0,0,0,0,0,0,0,0,0,0,0,"MAR2192.1"
39572,42697,100,100,70,18797,21746,12106,12851,30,0,0,0,27466,29845,70,0,0,0,"MAR2892.1"
34748,37429,100,0,57,18795,21744,0,0,0,22294,23194,57,0,0,0,0,0,0,"APR0492.1"
19676,22733,100,0,0,19233,22269,0,0,0,0,0,0,0,0,0,0,0,0,"APR1192.1"
48733,51965,100,100,59,19957,23098,16732,17845,41,0,0,0,32000,34120,59,0,0,0,"APR1892.1"
23743,26408,100,0,19,20412,23766,0,0,0,6611,6828,19,0,0,0,0,0,0,"APR2592.1"
21472,24743,100,0,0,20753,24193,0,0,0,0,0,0,0,0,0,0,0,0,"MAY0292.1"
22069,25440,100,0,0,22477,26158,0,0,0,0,0,0,0,0,0,0,0,0,"MAY0992.1"
24061,27710,100,0,3,23558,27449,0,0,0,1635,1627,3,0,0,0,0,0,0,"MAY1692.1"
32265,36392,100,0,24,23761,27770,0,0,0,13635,13504,24,0,0,0,0,0,0,"MAY2392.1"
44789,49097,100,100,80,24554,28734,8949,10324,20,0,0,0,35840,38772,80,0,0,0,"MAY3092.1"
34301,38328,100,0,25,23482,27408,0,0,0,12449,12002,25,0,0,0,0,0,0,"JUN0692.1"
24641,27828,100,0,16,24293,28157,0,0,0,6981,6499,16,0,0,0,0,0,0,"JUN1392.1"
24823,28661,100,0,10,22634,26021,0,0,0,4228,4276,10,0,0,0,0,0,0,"JUN2092.1"
